cpv_code,name,description
34300000,Delovi i pribor za vozila i njihove motore,Parts and accessories for vehicles and their engines
44621220,Kotlovi za centralno grejanje,Central-heating boilers
39154100,Izložbeni štandovi,Exhibition stands
44221000,"Prozori, vrata i srodni artikli","Windows, doors and related items"
16700000,Traktori,Tractors
50531000,Usluge popravke i održavanja uređaja izuzev električnih,Repair and maintenance services for non-electrical machinery
66512000,Usluge osiguranja od nezgode i usluge zdravstvenog osiguranja,Accident and health insurance services
09131000,Avionski kerozin,Aviation kerosene
44163140,Cevi za vodu i paru,Steam and water pipes
65000000,Komunalne usluge,Public utilities
15894210,Školski obroci,School meals
45443000,Fasaderski radovi,Facade work
33157400,Medicinski uređaji za disanje,Medical breathing devices
72300000,Usluge u vezi sa podacima,Data services
98300000,Razne usluge,Miscellaneous services
45332000,Vodoinstalaterski radovi i radovi na instalaciji odvoda,Plumbing and drain-laying work
45231113,Radovi na zameni cevovoda,Pipeline relaying works
72212517,Usluge izrade softvera za informacione tehnologije,IT software development services
45215400,Radovi na grobljima,Cemetery works
38652100,Projektori,Projectors
03419100,Proizvodi od drvne građe,Timber products
48219100,Programski paket za mrežni prolaz (gejtvej),Gateway software package
45311000,Radovi na postavljanju električnih instalacija i elektro-montažni radovi,Electrical wiring and fitting work
45111100,Radovi na rušenju,Demolition work
34514200,Samopodižuće platforme,Jack-up rigs
38221000,Geografski informacioni sistemi (GIS ili slični sistemi),Geographic information systems (GIS or equivalent)
50511000,Usluge popravke i održavanja pumpi,Repair and maintenance services of pumps
50531100,Usluge popravke i održavanja kotlova,Repair and maintenance services of boilers
71317200,Usluge u oblasti zdravstva i bezbednosti,Health and safety services
31711000,Elektronski materijal,Electronic supplies
42924730,Aparati za čišćenje vodom pod pritiskom,Pressurised water cleaning apparatus
38800000,Oprema za upravljanje industrijskim procesima i oprema za daljinsko upravljanje,Industrial process control equipment and remote-control equipment
09332000,Instalacije za solarnu energiju,Solar installation
92000000,"Usluge u oblasti rekreacije, kulture i sporta","Recreational, cultural and sporting services"
42513200,Rashladna oprema,Refrigerating equipment
92310000,Usluge umetničkog i literarnog stvaralaštva i usluge prikazivanja,Artistic and literary creation and interpretation services
50510000,"Usluge popravke i održavanja pumpi, ventila, slavina i metalnih kontejnera","Repair and maintenance services of pumps, valves, taps and metal containers"
85142300,Usluge u oblasti higijene,Hygiene services
45233120,Radovi na izgradnji puteva,Road construction works
79413000,Usluge savetovanja u upravljanju marketingom,Marketing management consultancy services
80531200,Usluge tehničke obuke,Technical training services
14212310,Kamen za nasipanje,Ballast
79342000,Usluge marketinga,Marketing services
33141613,Kese za krv,Blood bags
38437000,Laboratorijske pipete i pribor,Laboratory pipettes and accessories
03111000,Semenje,Seeds
85148000,Usluge medicinskih analiza,Medical analysis services
38424000,Oprema za merenje i kontrolu,Measuring and control equipment
72212000,Usluge programiranja aplikacijskog softvera,Programming services of application software
34912100,Dečija kolica,Pushchairs
48322000,Grafički programski paket,Graphics software package
92311000,Umetnička dela,Works of art
34370000,Sedišta za motorna vozila,Seats for motor vehicles
09211100,Motorna ulja,Motor oils
45232154,Radovi na izgradnji podignutih rezervoara za pijaću vodu,Construction work of elevated tanks for drinking water
24931000,Fotografske ploče i filmovi,Photographic plates and films
42122000,Pumpe,Pumps
55321000,Usluge pripremanja obroka,Meal-preparation services
45441000,Staklarski radovi,Glazing work
45214100,Radovi na izgradnji zgrada za dečije vrtiće,Construction work for kindergarten buildings
50413100,Usluge popravke i održavanja opreme za detekciju gasa,Repair and maintenance services of gas-detection equipment
45342000,Postavljanje ograde,Erection of fencing
50312100,Održavanje i popravka centralnih računara,Maintenance and repair of mainframe computers
39311000,Sitan inventar u ugostiteljstvu,Light catering equipment
45420000,Radovi na ugradnji stolarije,Joinery and carpentry installation work
31154000,Uređaji za neprekidno napajanje električnom energijom,Uninterruptible power supplies
48900000,Razni programski paketi i računarski sistemi,Miscellaneous software package and computer systems
79824000,Usluge štampanja i distribucije,Printing and distribution services
33141700,Ortopedski materijal,Orthopaedic supplies
60140000,Vanredni putnički prevoz,Non-scheduled passenger transport
31100000,"Električni motori, generatori i transformatori","Electric motors, generators and transformers"
44111000,Materijal za gradnju,Building materials
71631400,Usluge tehničkog pregleda građevinskih konstrukcija,Technical inspection services of engineering structures
09122000,Propan i butan,Propane and butane
45232150,Radovi u vezi sa cevovodima za distribuciju vode,Works related to water-distribution pipelines
90520000,"Usluge u vezi sa radioaktivnim, otrovnim, medicinskim i opasnim otpadom","Radioactive-, toxic-, medical- and hazardous waste services"
45233000,"Građevinski radovi, izgradnja temelja i izgradnja površinskog sloja autoputeva i puteva","Construction, foundation and surface works for highways, roads"
71330000,Razne inženjerske usluge,Miscellaneous engineering services
32343100,Audio-frekventni pojačavači,Audio-frequency amplifiers
35821000,Zastave,Flags
42131000,Slavine i ventili,"Taps, cocks and valves"
31711130,Otpornici,Resistors
90710000,Usluge upravljanja u oblasti životne sredine,Environmental management
45212290,Radovi na popravci i održavanju sportskih objekata,Repair and maintenance work in connection with sports facilities
71632000,Usluge tehničkih ispitivanja,Technical testing services
71354000,Kartografske usluge,Map-making services
35110000,"Vatrogasna oprema, oprema za spašavanje i sigurnosna oprema","Firefighting, rescue and safety equipment"
09135110,Zapaljiva ulja sa niskim procentom sumpora,Low-sulphur combustible oils
38432300,Aparati za analizu dima,Smoke-analysis apparatus
33184300,Veštački delovi srca,Artificial parts of the heart
42961000,Upravljački i kontrolni sistemi,Command and control system
72400000,Internet usluge,Internet services
43130000,Oprema za bušenje,Drilling equipment
44611400,Cisterne za skladištenje,Storage tanks
38544000,Aparati za otkrivanje droge,Drug detection apparatus
45262700,Adaptacija zgrada,Building alteration work
45316000,Radovi na instalaciji rasvetnih i signalnih sistema,Installation work of illumination and signalling systems
45315400,Radovi na visokonaponskim instalacijama,High voltage installation work
44172000,Limovi (građevinarstvo),Sheets (construction)
31160000,"Delovi elektromotora, generatora i transformatora","Parts of electric motors, generators and transformers"
71200000,Arhitektonske i srodne usluge,Architectural and related services
50411100,Usluge održavanja i popravka vodomera,Repair and maintenance services of water meters
24111500,Gasovi za medicinske namene,Medical gases
50312610,Održavanje opreme za informacione tehnologije,Maintenance of information technology equipment
44613800,Kontejneri za otpadni materijal,Containers for waste material
79710000,Usluge obezbeđenja,Security services
15300000,"Voće, povrće i srodni proizvodi","Fruit, vegetables and related products"
15130000,Mesni proizvodi,Meat products
33183100,Ortopedski implanti,Orthopaedic implants
38433000,Spektrometri,Spectrometers
19500000,Gumeni i plastični materijali,Rubber and plastic materials
30213000,Personalni računari,Personal computers
34144000,Motorna vozila za specijalne svrhe,Special-purpose motor vehicles
38421100,Vodomeri,Water meters
71318000,Tehničke savetodavne usluge,Advisory and consultative engineering services
33750000,Proizvodi za negu beba,Baby care products
79711000,Usluge nadzora alarmnih uređaja,Alarm-monitoring services
45112711,Radovi na pejzažnom uređivanju parkova,Landscaping work for parks
15400000,Životinjska ili biljna ulja i masti,Animal or vegetable oils and fats
44514100,Ručke alata,Tool handles
44111200,Cement,Cement
38296000,Geodetski instrumenti,Surveying instruments
34928000,Saobraćajna oprema,Road furniture
77312100,Usluge uništavanja korova,Weed-killing services
30232100,Štampači i ploteri,Printers and plotters
39172000,Pultovi,Counters
50531400,Usluge popravke i održavanja dizalica,Repair and maintenance services of cranes
33141610,Kese za sakupljanje,Collection bag
50232100,Usluge održavanja ulične rasvete,Street-lighting maintenance services
45351000,Mašinski instalaterski radovi,Mechanical engineering installation works
48211000,Programski paket za međusobno povezivanje aplikacionih platformi,Platform interconnectivity software package
77231900,Usluge sektorskog planiranja šuma,Forest sectoral planning services
15100000,"Proizvodi životinjskog porekla, meso i mesni proizvodi","Animal products, meat and meat products"
03311000,Ribe,Fish
39112000,Stolice,Chairs
65500000,Očitavanje brojila,Meter reading service
15610000,Mlinarski proizvodi,Grain mill products
39831200,Deterdženti,Detergents
37300000,Muzički instrumenti i delovi,Musical instruments and parts
14410000,Kamena so,Rock salt
42113150,Sistemi za podmazivanje uljem,Lubricating oil systems
77400000,Usluge u oblasti zoologije,Zoological services
85140000,Razne zdravstvene usluge,Miscellaneous health services
42630000,Alatne mašine za obradu metala,Metal-working machine tools
24951100,Maziva,Lubricants
85111900,Bolničke usluge u oblasti dijalize,Hospital dialysis services
48219300,Programski paket za upravljanje,Administration software package
33790000,"Laboratorijski, higijenski ili farmaceutski predmeti od stakla","Laboratory, hygienic or pharmaceutical glassware"
32323300,Video oprema,Video equipment
45312100,Radovi na ugradnji alarmnog protivpožarnog sistema,Fire-alarm system installation work
44115220,Materijal za grejanje,Heating materials
44450000,Meki čelik,Mild steel
71631450,Usluge inspekcijskog pregleda mostova,Bridge-inspection services
90910000,Usluge čišćenja,Cleaning services
39710000,Električni aparati za domaćinstvo,Electrical domestic appliances
45221100,Radovi mostogradnje,Construction work for bridges
45316100,Instalacija spoljne rasvete,Installation of outdoor illumination equipment
45331110,Radovi na instalaciji kotlova,Boiler installation work
71356400,Usluge tehničkog planiranja,Technical planning services
42419800,Delovi transportera,Parts of conveyors
33168000,Uređaji za endoskopiju i endoskopsku hirurgiju,"Endoscopy, endosurgery devices"
90911300,Usluge čišćenja prozora,Window-cleaning services
09211600,Ulja za hidraulične sisteme i druge namene,Oils for use in hydraulic systems and other purposes
39511100,Ćebad,Blankets
79630000,"Usluge u vezi sa osobljem, izuzev zapošljavanja i obezbeđivanja osoblja",Personnel services except placement and supply services
